"","ï..STATE","STATION_NA","ELEVATION_","AVG_LENGTH_28","AVG_LENGTH_32","ANN_GDD50","Estimated_GDD","ANN_TNORM_","C_Degrees","marine_32","Marine_32_b","mcc_ratio_32","exponent_gdd_32","exponent_32xmarine32","gdd_calc","gdd_calc.marine32","mcc_ratio_28","exponent.gdd_28","exponent28.marine28","marine_32_b.gdd_calc","new_station_name","ANN_GDD50_new","ANN_GDD5086","long","lat","optional"
"16","AK","SHEMYA USAF BASE",122,211,175,83,422.7846304,38.9,3.833333333,1,-0.5,45.65217391,0.558646676,-0.279323338,0.262166587,0.262166587,55.04347826,0.603648294,0.603648294,-0.131083294,"SHEMYA USAF BASE",44,88,174.1,52.7167,TRUE
"17","AK","DUTCH HARBOR",12,171,144,210,424.112503,40.1,4.5,1,-0.5,32,0.613478785,-0.306739393,0.261357402,0.261357402,38,0.650181515,0.650181515,-0.130678701,"DUTCH HARBOR",NA,NA,-166.5,53.9167,TRUE
"18","AK","EAGLE",850,100,78,848,432.5698223,25,-3.888888889,1,1,-20.05714286,-0.459967181,-0.459967181,-0.128101821,-0.128101821,-25.71428571,-0.482268342,-0.482268342,-0.128101821,"EAGLE",NA,NA,-141.2036,64.7856,TRUE
"19","AK","CLEAR 4 N",495,115,92,971,438.120873,26.1,-3.277777778,1,1,-28.06779661,-0.39954497,-0.39954497,-0.126410459,-0.126410459,-35.08474576,-0.419819115,-0.419819115,-0.126410459,"CLEAR 4 N",NA,NA,-149.0436,64.3547,TRUE
"20","AK","PORT SAN JUAN",0,181,135,499,442.7076506,40.2,4.555555556,1,-0.5,29.63414634,0.609139402,-0.304569701,0.250025807,0.250025807,39.73170732,0.672527076,0.672527076,-0.125012904,"PORT SAN JUAN",465,650,-148.0672,60.0503,TRUE
"21","AK","ANNEX CREEK",24,194,142,387,444.994806,39.8,4.333333333,1,-0.5,32.76923077,0.588220111,-0.294110055,0.24863205,0.24863205,44.76923077,0.657871,0.657871,-0.124316025,"ANNEX CREEK",282,573,-134.1003,58.3183,TRUE
"22","AK","KUPARUK",64,57,24,98,445.0692591,10.3,-12.05555556,1,1,-1.99078341,-1.269458188,-1.269458188,-0.12429334,-0.12429334,-4.728110599,-1.362891439,-1.362891439,-0.12429334,"KUPARUK",147,266,-149.6114,70.3289,TRUE
"24","AK","MCGRATH AP",344,132,103,830,454.1778498,26.9,-2.833333333,1,1,-36.35294118,-0.353642772,-0.353642772,-0.121518023,-0.121518023,-46.58823529,-0.376416905,-0.376416905,-0.121518023,"MCGRATH AP",770,1062,-155.6103,62.9575,TRUE
"25","AK","NABESNA",2901,95,60,316,475.8731376,23.9,-4.5,1,1,-13.33333333,-0.51202415,-0.51202415,-0.114907636,-0.114907636,-21.11111111,-0.552080709,-0.552080709,-0.114907636,"NABESNA",354,756,-142.9967,62.3978,TRUE
"26","AK","LAKE SUSITNA",2100,103,74,496,476.2113493,25.4,-3.666666667,1,1,-20.18181818,-0.429966097,-0.429966097,-0.114804586,-0.114804586,-28.09090909,-0.457655352,-0.457655352,-0.114804586,"LAKE SUSITNA",484,900,-146.6789,62.4528,TRUE
"27","AK","OUZINKIE",70,175,133,313,487.6037084,39.4,4.111111111,1,-0.5,32.35135135,0.547350219,-0.273675109,0.222666844,0.222666844,42.56756757,0.599128319,0.599128319,-0.111333422,"OUZINKIE",313,507,-152.5011,57.9256,TRUE
"28","AK","KITOI BAY",15,157,128,424,499.8901793,39.4,4.111111111,1,-0.5,31.13513514,0.541492112,-0.270746056,0.215179659,0.215179659,38.18918919,0.576363498,0.576363498,-0.10758983,"KITOI BAY",411,637,-152.3722,58.1914,TRUE
"29","AK","VALDEZ",23,184,150,446,507.4607689,38.3,3.5,1,-0.5,42.85714286,0.48335128,-0.24167564,0.210566259,0.210566259,52.57142857,0.520044332,0.520044332,-0.10528313,"VALDEZ",NA,NA,-146.3822,61.1311,TRUE
"32","AK","SALCHA",680,107,88,848,515.9383033,27,-2.777777778,1,1,-31.68,-0.3356952,-0.3356952,-0.10270009,-0.10270009,-38.52,-0.349706048,-0.349706048,-0.10270009,"SALCHA",703,1146,-146.9767,64.4942,TRUE
"34","AK","MAIN BAY",57,168,130,496,533.6631496,38.6,3.666666667,1,-0.5,35.45454545,0.485035599,-0.2425178,0.194598934,0.194598934,45.81818182,0.526368193,0.526368193,-0.097299467,"MAIN BAY",435,673,-148.093,60.5181,TRUE
"37","AK","COLD BAY AP",96,166,130,207,543.3400238,38.4,3.555555556,1,-0.5,36.5625,0.470337551,-0.235168775,0.188701996,0.188701996,46.6875,0.508225454,0.508225454,-0.094350998,"COLD BAY AP",153,295,-162.7325,55.2208,TRUE
"40","AK","SLANA",2192,94,64,439,555.481251,26,-3.333333333,1,1,-19.2,-0.382556165,-0.382556165,-0.09065166,-0.09065166,-28.2,-0.408069533,-0.408069533,-0.09065166,"SLANA",447,942,-143.9808,62.7089,TRUE
"42","AK","CHANDALAR LAKE",1895,60,26,361,557.7957184,17.5,-8.055555556,1,1,-3.227586207,-0.851914351,-0.851914351,-0.08994646,-0.08994646,-7.448275862,-0.916586441,-0.916586441,-0.08994646,"CHANDALAR LAKE",385,806,-148.4925,67.5111,TRUE
"43","AK","HOMER AP",89,155,127,405,563.9649159,38.1,3.388888889,1,-0.5,37.47540984,0.445405544,-0.222702772,0.176133506,0.176133506,45.73770492,0.473069903,0.473069903,-0.088066753,"HOMER AP",355,616,-151.4908,59.6419,TRUE
"44","AK","CANNERY CREEK",86,156,120,409,591.9107943,37.8,3.222222222,1,-0.5,37.24137931,0.41716835,-0.208584175,0.159103721,0.159103721,48.4137931,0.450773223,0.450773223,-0.07955186,"CANNERY CREEK",378,656,-147.5147,61.0183,TRUE
"45","AK","TUTKA BAY LAGOON",20,157,115,470,593.2046189,38,3.333333333,1,-0.5,34.5,0.426934693,-0.213467346,0.158315284,0.158315284,47.1,0.467321755,0.467321755,-0.079157642,"TUTKA BAY LAGOON",453,812,-151.4136,59.4356,TRUE
"47","AK","GULKANA AP",1571,101,67,525,598.9469836,27.1,-2.722222222,1,1,-24.6122449,-0.314444448,-0.314444448,-0.077407988,-0.077407988,-37.10204082,-0.338315134,-0.338315134,-0.077407988,"GULKANA AP",554,985,-145.4589,62.1592,TRUE
"48","AK","BIG RIVER LAKES",40,169,138,742,603.0247853,36.9,2.722222222,1,-0.5,50.69387755,0.366355585,-0.183177793,0.152331027,0.152331027,62.08163265,0.391630417,0.391630417,-0.076165513,"BIG RIVER LAKES",845,1143,-152.297,60.8142,TRUE
"49","AK","PAXSON",2700,86,46,272,609.1547241,25.2,-3.777777778,1,1,-12.17647059,-0.417089722,-0.417089722,-0.074297768,-0.074297768,-22.76470588,-0.45458466,-0.45458466,-0.074297768,"PAXSON",NA,NA,-145.45,63.05,TRUE
"50","AK","MCKINLEY PARK",2070,88,59,436,624.0010772,27,-2.777777778,1,1,-21.24,-0.315384829,-0.315384829,-0.0697742,-0.0697742,-31.68,-0.3356952,-0.3356952,-0.0697742,"MCKINLEY PARK",417,827,-148.9692,63.7175,TRUE
"51","AK","FAREWELL LAKE",1060,107,76,711,630.4055325,28.2,-2.111111111,1,1,-36,-0.248624051,-0.248624051,-0.067822812,-0.067822812,-50.68421053,-0.265776597,-0.265776597,-0.067822812,"FAREWELL LAKE",637,1054,-153.6206,62.5422,TRUE
"52","AK","TOK",1620,67,37,740,633.2815859,24.4,-4.222222222,1,1,-8.763157895,-0.457217114,-0.457217114,-0.0669465,-0.0669465,-15.86842105,-0.487709757,-0.487709757,-0.0669465,"TOK",692,1305,-143.0372,63.3336,TRUE
"53","AK","CLEARWATER",1100,80,49,765,635.461857,26.3,-3.166666667,1,1,-15.47368421,-0.351883844,-0.351883844,-0.066282189,-0.066282189,-25.26315789,-0.376160272,-0.376160272,-0.066282189,"CLEARWATER",NA,NA,-82.7667,27.9667,TRUE
"54","AK","ANCHORAGE INTL AP",114,159,137,746,640.1031725,36.2,2.333333333,1,-0.5,58.71428571,0.313344009,-0.156672004,0.129736031,0.129736031,68.14285714,0.328536256,0.328536256,-0.064868016,"ANCHORAGE INTL AP",722,917,-150.0278,61.1689,TRUE
"55","AK","GILMORE CREEK",970,89,55,733,643.5000401,27.1,-2.722222222,1,1,-20.20408163,-0.306427929,-0.306427929,-0.063833016,-0.063833016,-32.69387755,-0.32969005,-0.32969005,-0.063833016,"GILMORE CREEK",746,1253,-147.5211,64.9767,TRUE
"56","AK","PORT HEIDEN",92,144,113,375,644.2251502,36.9,2.722222222,1,-0.5,41.51020408,0.347165861,-0.173582931,0.127224162,0.127224162,52.89795918,0.371116796,0.371116796,-0.063612081,"PORT HEIDEN",NA,NA,-158.6167,56.95,TRUE
"58","AK","COLLEGE 5 NW",950,134,112,957,650.1526415,29.6,-1.333333333,1,1,-84,-0.169674877,-0.169674877,-0.06180602,-0.06180602,-100.5,-0.177901434,-0.177901434,-0.06180602,"COLLEGE 5 NW",909,1194,-147.8803,64.925,TRUE
"59","AK","TAHNETA PASS",2620,96,61,245,654.2681928,27.8,-2.333333333,1,1,-26.14285714,-0.266065981,-0.266065981,-0.060552044,-0.060552044,-41.14285714,-0.286880795,-0.286880795,-0.060552044,"TAHNETA PASS",243,638,-147.55,61.8167,TRUE
"61","AK","WASILLA 3 S",50,138,103,868,665.3189882,36.8,2.666666667,1,-0.5,38.625,0.332840256,-0.166420128,0.114369904,0.114369904,51.75,0.358878941,0.358878941,-0.057184952,"WASILLA 3 S",801,1226,-149.4333,61.5333,TRUE
"62","AK","PUNTILLA",1832,81,48,261,666.0152735,27,-2.777777778,1,1,-17.28,-0.308006473,-0.308006473,-0.056972799,-0.056972799,-29.16,-0.330676024,-0.330676024,-0.056972799,"PUNTILLA",368,726,-152.735,62.0911,TRUE
"63","AK","TONSINA",1575,78,40,426,681.2235637,26.5,-3.055555556,1,1,-13.09090909,-0.333023953,-0.333023953,-0.052338951,-0.052338951,-25.52727273,-0.361402785,-0.361402785,-0.052338951,"TONSINA",438,992,-145.1703,61.6511,TRUE
"66","AK","BELUGA",75,136,106,683,696.3752914,35.9,2.166666667,1,-0.5,48.92307692,0.272184327,-0.136092164,0.095444673,0.095444673,62.76923077,0.290336796,0.290336796,-0.047722337,"BELUGA",NA,NA,-151.0333,61.1833,TRUE
"67","AK","CANTWELL 2 E",2150,62,30,309,709.8036922,25.9,-3.388888889,1,1,-8.852459016,-0.361490006,-0.361490006,-0.043630807,-0.043630807,-18.29508197,-0.38726168,-0.38726168,-0.043630807,"CANTWELL 2 E",324,760,-148.895,63.3953,TRUE
"68","AK","SNOWSHOE LAKE",2301,50,19,249,717.481423,22.9,-5.055555556,1,1,-3.758241758,-0.526655833,-0.526655833,-0.041291462,-0.041291462,-9.89010989,-0.562989761,-0.562989761,-0.041291462,"SNOWSHOE LAKE",177,729,-146.6931,62.0303,TRUE
"70","AK","ST PAUL ISLAND AP",22,131,94,72,745.3542784,35,1.666666667,1,-0.5,56.4,0.204034767,-0.102017383,0.065597637,0.065597637,78.6,0.220945706,0.220945706,-0.032798818,"ST PAUL ISLAND AP",20,83,-170.2222,57.1553,TRUE
"72","AK","GLENNALLEN KCAM",1456,50,21,452,755.9114868,26.1,-3.277777778,1,1,-6.406779661,-0.342931029,-0.342931029,-0.029582119,-0.029582119,-15.25423729,-0.36501534,-0.36501534,-0.029582119,"GLENNALLEN KCAM",516,1073,-145.5331,62.1086,TRUE
"74","AK","EKLUTNA PROJECT",38,131,100,742,761.7190654,34.4,1.333333333,1,-0.5,75,0.165349146,-0.082674573,0.055625189,0.055625189,98.25,0.176756565,0.176756565,-0.027812594,"EKLUTNA PROJECT",NA,NA,-149.1667,61.4667,TRUE
"75","CO","BERTHOUD PASS",11313,79,50,119,767.3506541,29.8,-1.222222222,1,1,-40.90909091,-0.136107415,-0.136107415,-0.026096693,-0.026096693,-64.63636364,-0.144872555,-0.144872555,-0.026096693,"BERTHOUD PASS",NA,NA,-105.7833,39.8,TRUE
"76","AK","MCCARTHY 3 SW",1250,66,29,411,769.0231406,28.3,-2.055555556,1,1,-14.10810811,-0.218793065,-0.218793065,-0.025587099,-0.025587099,-32.10810811,-0.236927212,-0.236927212,-0.025587099,"MCCARTHY 3 SW",440,1154,-142.9961,61.4181,TRUE
"78","AK","KASILOF 3 NW",70,110,71,305,800.8936006,33.9,1.055555556,1,-0.5,67.26315789,0.122981555,-0.061490778,0.031752833,0.031752833,104.2105263,0.133749029,0.133749029,-0.015876417,"KASILOF 3 NW",278,625,-151.3833,60.3667,TRUE
"79","CO","CLIMAX",11320,74,44,183,808.3845239,30.7,-0.722222222,1,1,-60.92307692,-0.079395276,-0.079395276,-0.01359399,-0.01359399,-102.4615385,-0.084690292,-0.084690292,-0.01359399,"CLIMAX",170,727,-106.1897,39.3672,TRUE
"82","WY","LAKE YELLOWSTONE",7870,54,29,399,841.6517758,31.5,-0.277777778,1,1,-104.4,-0.02956663,-0.02956663,-0.003457716,-0.003457716,-194.4,-0.031200937,-0.031200937,-0.003457716,"LAKE YELLOWSTONE",525,1188,-110.3986,44.5622,TRUE
"83","WY","BONDURANT",6535,27,8,528,857.3932924,32.7,0.388888889,1,1,20.57142857,0.039564219,0.039564219,0.001338602,0.001338602,69.42857143,0.041215503,0.041215503,0.001338602,"BONDURANT",679,1799,-110.4033,43.2094,TRUE
"84","WY","BURGESS JUNCTION",8040,66,34,411,868.9502423,32.6,0.333333333,1,1,102,0.035863795,0.035863795,0.004859915,0.004859915,198,0.038420629,0.038420629,0.004859915,"BURGESS JUNCTION",484,1090,-107.5217,44.7742,TRUE
"86","CO","TAYLOR PARK",9206,90,61,455,871.9268388,32.4,0.222222222,1,1,274.5,0.025339617,0.025339617,0.005766861,0.005766861,405,0.026971455,0.026971455,0.005766861,"TAYLOR PARK",583,1354,-106.6086,38.8183,TRUE
"87","CO","CRESTED BUTTE",8860,72,29,476,875.6964485,33,0.555555556,1,1,52.2,0.059133261,0.059133261,0.006915432,0.006915432,129.6,0.064866582,0.064866582,0.006915432,"CRESTED BUTTE",519,1507,-106.9772,38.8739,TRUE
"88","MT","COOKE CITY 2 W",7460,64,31,484,879.6779985,33.1,0.611111111,1,1,50.72727273,0.06532716,0.06532716,0.00812858,0.00812858,104.7272727,0.070135297,0.070135297,0.00812858,"COOKE CITY 2 W",530,1414,-109.9819,45.0108,TRUE
"89","WY","SOUTH PASS CITY",7840,62,28,537,881.4929737,33.3,0.722222222,1,1,38.76923077,0.07670798,0.07670798,0.008681589,0.008681589,85.84615385,0.082531178,0.082531178,0.008681589,"SOUTH PASS CITY",870,1676,-108.8,42.4667,TRUE
"90","WY","OLD FAITHFUL",7360,56,25,518,884.3263442,33.6,0.888888889,1,1,28.125,0.093802256,0.093802256,0.009544895,0.009544895,63,0.100273663,0.100273663,0.009544895,"OLD FAITHFUL",552,1422,-110.8328,44.4569,TRUE
"91","ID","STANLEY",6271,38,15,605,890.6380795,35.2,1.777777778,1,1,8.4375,0.183610264,0.183610264,0.011468032,0.011468032,21.375,0.192927216,0.192927216,0.011468032,"STANLEY",606,1845,-114.9347,44.2208,TRUE
"92","WY","DANIEL FISH HATCHERY",7335,61,30,602,892.9071678,33.7,0.944444444,1,1,31.76470588,0.100743117,0.100743117,0.012159405,0.012159405,64.58823529,0.107693373,0.107693373,0.012159405,"DANIEL FISH HATCHERY",622,1677,-110.1272,42.9281,TRUE
"93","AK","HAYES RIVER",1000,123,92,546,895.1910977,32.6,0.333333333,1,1,276,0.040631692,0.040631692,0.012855301,0.012855301,369,0.043434868,0.043434868,0.012855301,"HAYES RIVER",608,981,-152.0758,61.9872,TRUE
"95","CO","SILVERTON",9272,65,35,361,896.7756408,33.6,0.888888889,1,1,39.375,0.095842825,0.095842825,0.013338099,0.013338099,73.125,0.102234757,0.102234757,0.013338099,"SILVERTON",453,1460,-107.6633,37.8089,TRUE
"96","MT","WISDOM",6060,48,16,626,898.1613725,35.6,2,1,1,8,0.207006561,0.207006561,0.013760321,0.013760321,24,0.221764661,0.221764661,0.013760321,"WISDOM",636,1788,-113.4514,45.6178,TRUE
"97","AK","SKWENTNA",150,114,92,686,909.2547969,32.8,0.444444444,1,1,207,0.054175589,0.054175589,0.017140401,0.017140401,256.5,0.056802252,0.056802252,0.017140401,"SKWENTNA",682,1109,-151.2169,61.9772,TRUE
"99","CO","SPICER",8385,62,28,512,912.1777147,34.7,1.5,1,1,18.66666667,0.159316575,0.159316575,0.018030992,0.018030992,41.33333333,0.171410908,0.171410908,0.018030992,"SPICER",859,1763,-106.4475,40.4725,TRUE
"101","ID","WARREN",5907,41,16,488,914.4696459,36.9,2.722222222,1,1,5.87755102,0.28175893,0.28175893,0.018729325,0.018729325,15.06122449,0.297333261,0.297333261,0.018729325,"WARREN",NA,NA,-73.3333,41.7333,TRUE
"102","ID","DIXIE",5620,46,20,571,915.6962436,36,2.222222222,1,1,9,0.231995804,0.231995804,0.01910306,0.01910306,20.7,0.245346895,0.245346895,0.01910306,"DIXIE",NA,NA,-91.3667,35.0736,TRUE
"103","WY","TOWER FALLS",6266,51,24,695,920.675146,35.6,2,1,1,12,0.210601358,0.210601358,0.020620093,0.020620093,25.5,0.223201052,0.223201052,0.020620093,"TOWER FALLS",812,1865,-110.4203,44.9167,TRUE
"104","CO","WOLF CREEK PASS 1 E",10640,89,67,256,930.7713316,33.5,0.833333333,1,1,80.4,0.096258505,0.096258505,0.023696323,0.023696323,106.8,0.100925525,0.100925525,0.023696323,"WOLF CREEK PASS 1 E",216,769,-106.7906,37.4744,TRUE
"105","WY","CORA",7440,61,33,666,933.0023404,35.1,1.722222222,1,1,19.16129032,0.184897931,0.184897931,0.024376094,0.024376094,35.41935484,0.196382033,0.196382033,0.024376094,"CORA",687,1723,-109.9958,42.9589,TRUE
"106","AK","GLEN ALPS",2260,139,106,231,933.3203634,33,0.555555556,1,1,190.8,0.069790853,0.069790853,0.024472993,0.024472993,250.2,0.074927522,0.074927522,0.024472993,"GLEN ALPS",236,402,-149.6936,61.1,TRUE
"109","WY","MERNA",7698,64,37,561,936.8399212,34.9,1.611111111,1,1,22.96551724,0.174464425,0.174464425,0.025545375,0.025545375,39.72413793,0.184902147,0.184902147,0.025545375,"MERNA",NA,NA,-110.3667,42.95,TRUE
"111","MT","WEST YELLOWSTONE",6659,65,37,771,942.6219847,35.1,1.722222222,1,1,21.48387097,0.186496454,0.186496454,0.027307125,0.027307125,37.74193548,0.198079842,0.198079842,0.027307125,"WEST YELLOWSTONE",693,1627,-111.1,44.65,TRUE
"112","WY","BIG PINEY",6820,69,32,871,948.1147524,35.8,2.111111111,1,1,15.15789474,0.226161836,0.226161836,0.028980729,0.028980729,32.68421053,0.244906726,0.244906726,0.028980729,"BIG PINEY",NA,NA,-92.0981,37.6719,TRUE
"113","CA","SAGEHEN CREEK",6337,38,14,726,951.8088053,41,5,1,1,2.8,0.515293726,0.515293726,0.030106278,0.030106278,7.6,0.542607794,0.542607794,0.030106278,"SAGEHEN CREEK",758,2110,-120.2406,39.4317,TRUE
"114","CO","DILLON 1 E",9065,76,41,447,952.2150726,35.1,1.722222222,1,1,23.80645161,0.188108798,0.188108798,0.030230065,0.030230065,44.12903226,0.202824883,0.202824883,0.030230065,"DILLON 1 E",477,1509,-106.0353,39.6261,TRUE
"117","OR","SENECA",4660,49,17,803,960.9529058,40.1,4.5,1,1,3.777777778,0.4667682,0.4667682,0.032892415,0.032892415,10.88888889,0.500045463,0.500045463,0.032892415,"SENECA",NA,NA,-96.0333,39.7833,TRUE
"118","OR","FREMONT 5 NW",4609,34,16,933,977.1937744,41.9,5.5,1,1,2.909090909,0.569268043,0.569268043,0.037840882,0.037840882,6.181818182,0.591752612,0.591752612,0.037840882,"FREMONT 5 NW",899,2457,-121.2122,43.3936,TRUE
"119","WY","PINEDALE",7195,74,42,756,977.5527985,35.8,2.111111111,1,1,19.89473684,0.231081748,0.231081748,0.037950274,0.037950274,35.05263158,0.247556238,0.247556238,0.037950274,"PINEDALE",NA,NA,-110.25,34.3,TRUE
"121","MT","LAKEVIEW",6710,73,43,806,987.1945411,36,2.222222222,1,1,19.35,0.243767987,0.243767987,0.040888038,0.040888038,32.85,0.260025318,0.260025318,0.040888038,"LAKEVIEW",NA,NA,-116.5,47.95,TRUE
"122","CO","GRAND LAKE 1 NW",8720,71,36,632,996.4900663,37.1,2.833333333,1,1,12.70588235,0.306157166,0.306157166,0.043720313,0.043720313,25.05882353,0.330108385,0.330108385,0.043720313,"GRAND LAKE 1 NW",620,1748,-105.8322,40.2669,TRUE
"123","CA","BOCA",5575,48,17,1018,996.9372077,42.8,6,1,1,2.833333333,0.6223576,0.6223576,0.043856553,0.043856553,8,0.665293983,0.665293983,0.043856553,"BOCA",1032,2648,-120.0936,39.3886,TRUE
"124","MT","JACKSON",6480,63,43,641,997.2591317,36.3,2.388888889,1,1,18,0.262050586,0.262050586,0.043954641,0.043954641,26.37209302,0.273575863,0.273575863,0.043954641,"JACKSON",5915,6147,-87.9278,31.5253,TRUE
"125","CO","RUXTON PARK",9050,94,56,469,1000.959464,35.4,1.888888889,1,1,29.64705882,0.213081534,0.213081534,0.045082104,0.045082104,49.76470588,0.231239402,0.231239402,0.045082104,"RUXTON PARK",714,1502,-104.9742,38.8417,TRUE
"126","AK","COOPER LANDING 5 W",375,97,64,557,1001.759375,35,1.666666667,1,1,38.4,0.191278083,0.191278083,0.04532583,0.04532583,58.2,0.205356319,0.205356319,0.04532583,"COOPER LANDING 5 W",545,1058,-149.968,60.4875,TRUE
"127","WY","BOULDER REARING STN",6940,86,55,863,1002.642828,35.5,1.944444444,1,1,28.28571429,0.218877092,0.218877092,0.045595012,0.045595012,44.22857143,0.233977398,0.233977398,0.045595012,"BOULDER REARING STN",955,1987,-109.6897,42.7158,TRUE
"128","AK","TALKEETNA AP",345,134,106,736,1005.60869,33.9,1.055555556,1,1,100.4210526,0.132602621,0.132602621,0.046498687,0.046498687,126.9473684,0.140838636,0.140838636,0.046498687,"TALKEETNA AP",822,1113,-150.095,62.32,TRUE
"129","OR","CHEMULT",4760,42,18,1134,1011.031618,43.2,6.222222222,1,1,2.892857143,0.646798341,0.646798341,0.048151011,0.048151011,6.75,0.681083046,0.681083046,0.048151011,"CHEMULT",1041,2255,-121.7894,43.2292,TRUE
"132","WY","SAGE 4 NNW",6210,66,33,1120,1020.746843,38.5,3.611111111,1,1,9.138461538,0.38768921,0.38768921,0.051111165,0.051111165,18.27692308,0.41622348,0.41622348,0.051111165,"SAGE 4 NNW",1115,2299,-111,41.8667,TRUE
"133","ID","GROUSE",6137,72,46,870,1021.540117,36.7,2.611111111,1,1,17.61702128,0.288282602,0.288282602,0.051352869,0.051352869,27.57446809,0.304872934,0.304872934,0.051352869,"GROUSE",1174,2019,-113.5472,43.7186,TRUE
"134","CO","WALDEN",8120,75,40,785,1024.776436,37.5,3.055555556,1,1,13.09090909,0.333023953,0.333023953,0.052338951,0.052338951,24.54545455,0.359077009,0.359077009,0.052338951,"WALDEN",656,1678,-106.2792,40.7442,TRUE
"135","UT","RANDOLPH",6270,66,42,949,1026.718377,37.3,2.944444444,1,1,14.26415094,0.322298227,0.322298227,0.052930645,0.052930645,22.41509434,0.339382222,0.339382222,0.052930645,"RANDOLPH",NA,NA,-95.5667,40.8744,TRUE
"136","MT","POLEBRIDGE",3520,77,34,876,1031.111039,38.7,3.722222222,1,1,9.134328358,0.400479041,0.400479041,0.054269055,0.054269055,20.68656716,0.439307863,0.439307863,0.054269055,"POLEBRIDGE",866,1897,-114.2842,48.7647,TRUE
"137","CO","VAIL",8270,98,61,618,1032.804968,35.8,2.111111111,1,1,28.89473684,0.240726363,0.240726363,0.054785182,0.054785182,46.42105263,0.2606784,0.2606784,0.054785182,"VAIL",717,1654,-106.3539,39.6394,TRUE
"138","UT","SOLDIER SUMMIT",7470,85,53,746,1034.402941,36.4,2.444444444,1,1,21.68181818,0.273977991,0.273977991,0.055272072,0.055272072,34.77272727,0.293510679,0.293510679,0.055272072,"SOLDIER SUMMIT",NA,NA,-111.0764,39.9286,TRUE
